INTAKEID,RECVDATE,AE_CATEGORY,AE_SHORT,ADVERSE_EVENT,FINDING_DETAIL,ASPEN_FACID,NAME,ASPEN_FACTYPE_LABEL,LAT,LON
CA00888746,29-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
CA00921056,18-Sep-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
CA00936909,23-Dec-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000028,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,General Acute Care Hospital,33.9291,-118.1579985
CA00885962,20-Feb-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA630011683,KAISER FOUNDATION HOSPITAL MODESTO,General Acute Care Hospital,37.705941,-121.052853
CA00860935,15-Sep-23,01 - Surgical Events,03: Surgery Wrong Procedure,"03: Wrong Surgical Procedure Performed, Inconsistent with the Informed Consent",Unsubstantiated,CA030000146,WOODLAND MEMORIAL HOSPITAL,General Acute Care Hospital,38.664036,-121.792122
CA00833427,28-Mar-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00862567,22-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA240000104,PROVIDENCE ST MARY MEDICAL CENTER,General Acute Care Hospital,34.542261,-117.265347
CA00917662,27-Aug-24,01 - Surgical Events,01: Surgery Wrong Body Part,"01: Surgery Performed on a Wrong Body Part, Inconsistent with Informed Consent",Substantiated with deficiencies,CA240000104,PROVIDENCE ST MARY MEDICAL CENTER,General Acute Care Hospital,34.542261,-117.265347
CA00887726,1-Mar-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated without deficiencies,93000114,COLLEGE MEDICAL CENTER,General Acute Care Hospital,33.80733,-118.193049
CA00879809,16-Jan-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated without deficiencies,CA930000076,KAISER FOUNDATION HOSPITAL - WEST LA,General Acute Care Hospital,34.038405,-118.3750965
CA00898096,2-May-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA030000134,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care Hospital,38.766168,-121.249359
CA00874839,14-Dec-23,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated with deficiencies,CA050000039,VENTURA COUNTY MEDICAL CENTER,General Acute Care Hospital,34.277121,-119.253438
CA00908564,9-Jul-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA630016368,SAN JOSE BEHAVIORAL HEALTH,Acute Psychiatric Hospital,37.24837109,-121.7725608
CA00909279,12-Jul-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA630016368,SAN JOSE BEHAVIORAL HEALTH,Acute Psychiatric Hospital,37.24837109,-121.7725608
CA00888170,5-Mar-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA930000133,PACIFICA HOSPITAL OF THE VALLEY,General Acute Care Hospital,34.240077,-118.396485
CA00853053,28-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA250000044,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",General Acute Care Hospital,33.926868,-117.439101
CA00854086,26-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000015,HUNTINGTON BEACH HOSPITAL,General Acute Care Hospital,33.70365,-117.9865305
CA00893379,5-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,250000008,DESERT REGIONAL MEDICAL CENTER,General Acute Care Hospital,33.83852744,-116.5455416
CA00858757,5-Sep-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA040000101,COMMUNITY REGIONAL MEDICAL CENTER,General Acute Care Hospital,36.74313,-119.783502
CA00856675,18-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00882471,30-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care Hospital,33.0362782,-117.2840265
CA00878359,5-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00878362,5-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00825501,7-Feb-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA230000010,MERCY MEDICAL CENTER REDDING,General Acute Care Hospital,40.571973,-122.3952705
CA00859620,17-Aug-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA060000063,MEMORIALCARE SADDLEBACK MEDICAL CENTER,General Acute Care Hospital,33.609024,-117.709119
CA00854646,7-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA9300036,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care Hospital,34.13115,-117.97281
CA00934170,9-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,250000727,MENIFEE GLOBAL MEDICAL CENTER,General Acute Care Hospital,33.71787019,-117.1677588
CA00911980,29-Jul-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000067,PROVIDENCE ST. JOSEPH HOSPITAL,General Acute Care Hospital,33.7810245,-117.8666657
CA00926135,18-Oct-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Unsubstantiated,250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,General Acute Care Hospital,33.912018,-117.195867
CA00909160,11-Jul-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA930000122,AURORA CHARTER OAK,Acute Psychiatric Hospital,34.100442,-117.867114
CA00838621,28-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00838979,2-May-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00839007,2-May-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00840073,10-May-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00853028,28-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00858498,30-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00859894,8-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00860518,13-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00862373,25-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00850509,14-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA040000095,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care Hospital,36.839106,-119.660427
CA00830442,9-Mar-23,01 - Surgical Events,03: Surgery Wrong Procedure,"03: Wrong Surgical Procedure Performed, Inconsistent with the Informed Consent",Z2_Missing,CA930000127,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care Hospital,33.812352,-118.344411
CA00844382,6-Jun-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA630014442,TEMECULA VALLEY HOSPITAL,General Acute Care Hospital,33.481134,-117.106056
CA00865415,13-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,General Acute Care Hospital,32.754177,-117.166671
CA00896173,22-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA250000044,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",General Acute Care Hospital,33.926868,-117.439101
CA00889107,11-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,General Acute Care Hospital,33.912018,-117.195867
CA00887839,4-Mar-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000042,KINDRED HOSP SAN GABRIEL VALLEY,General Acute Care Hospital,34.087068,-117.917244
CA00907024,27-Jun-24,06 - Criminal Events,27: Physical Assault,27: Death/Significant Injury of a Patient or Staff from a Physical Assault,Substantiated without deficiencies,CA030000822,HERITAGE OAKS HOSPITAL,Acute Psychiatric Hospital,38.64285,-121.364946
CA00892069,28-Mar-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000028,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,General Acute Care Hospital,33.9291,-118.1579985
CA00834444,4-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00834526,4-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00835633,11-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00856619,18-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00857360,23-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00889627,14-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00891264,26-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA070000155,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,36.92819749,-121.7936198
CA00893686,8-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00894074,10-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00894254,11-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00895065,17-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00895318,17-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
